arrival_rate,service_rate,capacity,sim_time,warmup_time,avg_wait_time,avg_system_time,utilization,throughput,drop_rate,arrived,served,dropped
3.2692486325978423,0.4425613047692015,40,801,57,96.64831713203328,99.20417623820315,0.9999426098563342,0.4019975031210986,0.8643686774072686,2669,322,2307
1.8859096126326547,2.4394811509411243,66,1915,147,2.0035903612698633,2.411002322521499,0.9997085445878751,1.9185378590078328,0.0,3674,3674,0
1.6272729573235558,2.244368102962086,77,1360,134,1.181994943977799,1.633359677067794,0.9996081988800937,1.6264705882352941,0.0,2212,2212,0
3.6620082811807344,4.788026566099667,74,398,155,1.092741199329175,1.3201355146273686,0.997452606654932,3.5351758793969847,0.0,1409,1407,0
4.175866492786477,4.755760108978308,33,1901,90,1.130507248302741,1.3365504199495863,0.9999678093187476,4.158863755917938,0.0001264702162640698,7907,7906,1
3.2313948651447673,2.9413147038722975,24,638,113,6.499687287898572,6.850752679136755,0.9997538579820956,2.85423197492163,0.1505773672055427,2165,1821,326
4.589357970283072,3.9733689947286384,51,697,18,11.171215497642295,11.428930491779804,0.9999634468312282,3.8766140602582495,0.1302560859943092,3163,2702,412
2.1740571451245483,1.7105128981777225,8,1567,188,2.6747690344923023,3.2550927163593086,0.9998666245041321,1.6719846841097639,0.23848159953636627,3451,2620,823
0.6673540959679076,4.216276821449284,80,1582,39,0.04118532071097011,0.2790838252774686,0.996218083536801,0.6757269279393173,0.0,1069,1069,0
3.8696580318619174,0.30349415234987254,16,1460,139,50.40182412986158,53.750420736554624,0.9999894067095711,0.29863013698630136,0.9191846951546576,5593,436,5141
2.2647882615475265,3.1058914715707755,74,1395,84,0.8920908947596621,1.2196012098247666,0.9999601681747262,2.185663082437276,0.0,3049,3049,0
4.144338052585197,5.6273168530316235,57,1009,195,0.4941218537825784,0.6713073282496496,0.9998394328482456,4.125867195242814,0.0,4177,4163,0
2.014305096347952,1.5163913219084861,48,394,174,30.299196938584494,30.958704787003086,0.999039868053459,1.4492385786802031,0.21843434343434343,792,571,173
1.1687152694531182,5.624035375856344,83,1169,149,0.044187471544132995,0.21070446734486728,0.9999587297325891,1.1890504704875962,0.0,1390,1390,0
2.7888416662076176,2.018307535288741,69,1263,184,34.042431454145,34.56102634638113,0.9999132410149897,1.9445764053840062,0.2704111175448755,3454,2456,934
2.4350617151062046,0.3190303945170076,87,1298,167,277.94458928449205,281.316094774697,0.9995232253715125,0.3197226502311248,0.8425518541797612,3182,415,2681
0.6441551426251031,2.7598939453239866,52,331,81,0.06949290108985273,0.3819773849927985,0.9993009899029269,0.6827794561933535,0.0,226,226,0
0.8463060218722462,5.4742183576085335,25,1866,42,0.030245093765247994,0.2079315877382564,0.9999763587660052,0.830117899249732,0.0,1549,1549,0
1.9322576260124256,3.9724236854838444,92,1070,37,0.21058734911286592,0.4620207948434908,0.9997985834419666,1.9046728971962616,0.0,2040,2038,0
2.926170482445565,3.7519505018516353,33,1455,22,0.8867181176803446,1.1521992175095683,0.9997099808937002,2.9649484536082475,0.0,4320,4314,0
3.9460158328922925,0.9729223230021833,45,1534,126,45.44512000689173,46.481741690970914,0.9998861880260761,0.9608865710560626,0.7524849274890011,6137,1474,4618
2.044815585689566,4.335321637157009,8,1879,196,0.20979512815430348,0.4386592083238173,0.999965577626769,2.037253858435338,0.0010435690060005217,3833,3828,4
1.1487159260229673,4.095557608682752,92,1852,191,0.09452023220776759,0.3298616776431855,0.9977688861729402,1.156047516198704,0.0,2141,2141,0
0.8715008271755393,5.133281558223852,41,1113,20,0.04070190833116341,0.24247708528718284,0.9993568010499903,0.8544474393530997,0.0,951,951,0
